metric_id,project_id,metric_name,metric_value,recorded_date
MET003805,PROJ000009,Sprint Velocity,12.24,2025-03-15
MET003806,PROJ000106,Net Promoter Score,82.54,2026-04-05
MET003807,PROJ000127,Feature Adoption,9.42,2025-10-15
MET003808,PROJ000017,Average Response Time,56.07,2024-08-14
MET003809,PROJ000015,Average Response Time,61.79,2026-05-22
MET003810,PROJ000174,Retention Rate,55.0,2024-12-08
MET003811,PROJ000190,Feature Adoption,54.12,2025-10-25
MET003812,PROJ000076,Monthly Active Users,81.23,2024-11-03
MET003813,PROJ000191,Bug Resolution Rate,86.13,2025-10-05
MET003814,PROJ000012,Monthly Active Users,54.65,2025-01-30
MET003815,PROJ000110,Net Promoter Score,51.27,2025-08-15
MET003816,PROJ000190,Retention Rate,57.83,2025-09-25
MET003817,PROJ000038,Net Promoter Score,4.47,2026-06-09
MET003818,PROJ000029,Bug Resolution Rate,85.21,2026-05-14
MET003819,PROJ000212,Feature Adoption,41.29,2025-06-29
MET003820,PROJ000144,Retention Rate,6.22,2024-11-28
MET003821,PROJ000054,Deployment Frequency,2.26,2026-06-09
MET003822,PROJ000034,Average Response Time,0.54,2025-05-16
MET003823,PROJ000127,Customer Satisfaction,28.45,2025-04-02
MET003824,PROJ000232,Monthly Active Users,25.26,2025-12-08
MET003825,PROJ000216,Customer Satisfaction,33.17,2024-09-24
MET003826,PROJ000120,Sprint Velocity,32.15,2024-12-28
MET003827,PROJ000158,Feature Adoption,95.57,2024-10-16
MET003828,PROJ000060,Net Promoter Score,69.84,2025-12-30
MET003829,PROJ000108,Bug Resolution Rate,34.28,2025-09-18
MET003830,PROJ000065,Retention Rate,75.72,2025-04-09
MET003831,PROJ000054,Monthly Active Users,42.38,2024-12-20
MET003832,PROJ000211,Average Response Time,11.61,2025-04-28
MET003833,PROJ000167,Deployment Frequency,90.45,2024-07-30
MET003834,PROJ000081,Customer Satisfaction,48.79,2024-08-03
MET003835,PROJ000180,Feature Adoption,68.24,2025-11-15
MET003836,PROJ000005,Feature Completion,86.31,2025-02-10
MET003837,PROJ000077,Feature Adoption,82.88,2025-01-24
MET003838,PROJ000127,Deployment Frequency,4.97,2026-03-07
MET003839,PROJ000181,Feature Adoption,1.42,2026-01-29
MET003840,PROJ000207,Deployment Frequency,26.17,2026-06-23
MET003841,PROJ000134,Average Response Time,90.19,2025-12-02
MET003842,PROJ000147,Feature Completion,53.3,2024-09-18
MET003843,PROJ000229,Customer Satisfaction,59.77,2026-04-01
MET003844,PROJ000081,Feature Completion,99.6,2024-12-21
MET003845,PROJ000216,Average Response Time,99.31,2025-06-16
MET003846,PROJ000142,Retention Rate,97.76,2025-12-20
MET003847,PROJ000232,Feature Adoption,69.33,2025-08-11
MET003848,PROJ000232,Customer Satisfaction,55.93,2025-01-01
MET003849,PROJ000226,Sprint Velocity,24.02,2026-05-09
MET003850,PROJ000188,Net Promoter Score,7.13,2026-05-16
MET003851,PROJ000102,Bug Resolution Rate,43.58,2025-10-10
MET003852,PROJ000010,Deployment Frequency,3.72,2025-08-02
MET003853,PROJ000190,Sprint Velocity,36.31,2026-07-20
MET003854,PROJ000034,Sprint Velocity,75.0,2026-07-19
MET003855,PROJ000081,Average Response Time,65.9,2026-01-23
MET003856,PROJ000224,Feature Completion,93.79,2025-04-02
MET003857,PROJ000194,Bug Resolution Rate,65.57,2025-05-31
MET003858,PROJ000080,Bug Resolution Rate,68.31,2025-10-31
MET003859,PROJ000051,Deployment Frequency,99.59,2025-11-17
MET003860,PROJ000067,Average Response Time,96.46,2024-10-14
MET003861,PROJ000091,Sprint Velocity,23.01,2025-07-19
MET003862,PROJ000042,Retention Rate,72.16,2024-07-30
MET003863,PROJ000173,Feature Adoption,21.26,2025-01-26
MET003864,PROJ000075,Customer Satisfaction,65.72,2026-05-17
MET003865,PROJ000077,Customer Satisfaction,27.85,2025-05-20
MET003866,PROJ000093,Deployment Frequency,19.41,2026-06-05
MET003867,PROJ000129,Bug Resolution Rate,92.55,2025-02-26
MET003868,PROJ000134,Deployment Frequency,80.72,2024-08-13
MET003869,PROJ000074,Deployment Frequency,78.82,2026-02-09
MET003870,PROJ000079,Average Response Time,72.37,2026-06-02
MET003871,PROJ000222,Sprint Velocity,72.52,2025-10-23
MET003872,PROJ000014,Bug Resolution Rate,14.44,2024-09-05
MET003873,PROJ000246,Sprint Velocity,85.29,2025-07-26
MET003874,PROJ000100,Retention Rate,60.33,2025-08-30
MET003875,PROJ000008,Customer Satisfaction,78.41,2025-06-07
MET003876,PROJ000209,Feature Completion,92.35,2026-06-23
MET003877,PROJ000159,Retention Rate,46.43,2025-04-11
MET003878,PROJ000123,Customer Satisfaction,72.79,2025-10-17
MET003879,PROJ000079,Deployment Frequency,1.25,2025-07-18
MET003880,PROJ000065,Deployment Frequency,18.89,2025-11-01
MET003881,PROJ000023,Deployment Frequency,14.95,2026-05-06
MET003882,PROJ000054,Bug Resolution Rate,48.75,2026-06-21
MET003883,PROJ000133,Monthly Active Users,80.94,2026-07-10
MET003884,PROJ000086,Monthly Active Users,32.87,2025-12-07
MET003885,PROJ000173,Customer Satisfaction,33.39,2026-07-05
MET003886,PROJ000064,Feature Adoption,33.43,2025-01-30
MET003887,PROJ000161,Retention Rate,89.73,2024-10-23
MET003888,PROJ000185,Average Response Time,64.02,2025-09-10
MET003889,PROJ000114,Sprint Velocity,83.33,2024-07-22
MET003890,PROJ000029,Monthly Active Users,72.33,2024-10-10
MET003891,PROJ000074,Monthly Active Users,52.41,2026-05-17
MET003892,PROJ000047,Sprint Velocity,90.89,2024-08-04
MET003893,PROJ000094,Net Promoter Score,33.48,2026-05-26
MET003894,PROJ000148,Bug Resolution Rate,32.15,2024-10-21
MET003895,PROJ000129,Feature Adoption,50.17,2025-01-21
MET003896,PROJ000134,Feature Adoption,97.77,2025-04-10
MET003897,PROJ000222,Feature Adoption,68.15,2025-05-26
MET003898,PROJ000161,Sprint Velocity,23.9,2024-11-27
MET003899,PROJ000086,Retention Rate,39.16,2024-12-08
MET003900,PROJ000133,Average Response Time,68.59,2025-05-22
MET003901,PROJ000200,Customer Satisfaction,82.93,2025-07-09
MET003902,PROJ000026,Net Promoter Score,16.5,2024-07-29
MET003903,PROJ000093,Customer Satisfaction,80.98,2026-04-08
MET003904,PROJ000128,Customer Satisfaction,34.53,2026-04-13
MET003905,PROJ000047,Deployment Frequency,17.14,2026-05-03
MET003906,PROJ000119,Sprint Velocity,95.21,2024-08-19
MET003907,PROJ000006,Feature Adoption,49.71,2025-02-08
MET003908,PROJ000212,Average Response Time,73.23,2024-12-07
MET003909,PROJ000081,Average Response Time,66.63,2026-07-13
MET003910,PROJ000184,Feature Adoption,81.46,2025-09-09
MET003911,PROJ000128,Deployment Frequency,17.53,2025-06-27
MET003912,PROJ000119,Bug Resolution Rate,13.44,2024-07-28
MET003913,PROJ000159,Average Response Time,80.42,2024-10-08
MET003914,PROJ000172,Average Response Time,50.82,2024-09-21
MET003915,PROJ000027,Feature Adoption,5.56,2024-11-24
MET003916,PROJ000198,Retention Rate,45.04,2025-11-02
MET003917,PROJ000200,Monthly Active Users,42.77,2025-09-06
MET003918,PROJ000134,Retention Rate,56.18,2025-05-03
MET003919,PROJ000095,Monthly Active Users,62.51,2025-12-06
MET003920,PROJ000192,Deployment Frequency,41.4,2025-09-06
MET003921,PROJ000120,Retention Rate,41.63,2024-07-22
MET003922,PROJ000079,Customer Satisfaction,80.17,2025-02-26
MET003923,PROJ000120,Feature Adoption,70.08,2026-05-18
MET003924,PROJ000094,Retention Rate,62.35,2026-06-04
MET003925,PROJ000039,Average Response Time,40.1,2026-06-28
MET003926,PROJ000243,Net Promoter Score,29.15,2025-09-01
MET003927,PROJ000077,Retention Rate,50.4,2025-10-07
MET003928,PROJ000171,Deployment Frequency,73.02,2025-07-27
MET003929,PROJ000001,Net Promoter Score,3.7,2026-03-04
MET003930,PROJ000085,Sprint Velocity,76.98,2025-03-20
MET003931,PROJ000199,Customer Satisfaction,32.89,2025-09-14
MET003932,PROJ000208,Feature Adoption,93.8,2025-02-27
MET003933,PROJ000038,Net Promoter Score,98.51,2025-01-19
MET003934,PROJ000005,Customer Satisfaction,85.16,2025-02-25
MET003935,PROJ000195,Bug Resolution Rate,90.24,2024-08-13
MET003936,PROJ000239,Net Promoter Score,10.82,2025-09-15
MET003937,PROJ000092,Sprint Velocity,75.53,2024-12-04
MET003938,PROJ000004,Bug Resolution Rate,69.98,2026-04-11
MET003939,PROJ000014,Feature Completion,47.77,2026-03-19
MET003940,PROJ000159,Monthly Active Users,4.39,2026-01-22
MET003941,PROJ000216,Deployment Frequency,11.51,2026-03-23
MET003942,PROJ000038,Net Promoter Score,59.45,2025-07-09
MET003943,PROJ000244,Sprint Velocity,42.25,2026-01-17
MET003944,PROJ000021,Average Response Time,65.37,2025-04-26
MET003945,PROJ000132,Feature Adoption,31.89,2025-01-28
MET003946,PROJ000084,Deployment Frequency,73.58,2025-09-21
MET003947,PROJ000162,Average Response Time,59.13,2026-03-19
MET003948,PROJ000022,Customer Satisfaction,13.73,2024-11-10
MET003949,PROJ000177,Deployment Frequency,35.59,2025-02-02
MET003950,PROJ000020,Net Promoter Score,44.57,2025-11-22
MET003951,PROJ000219,Feature Completion,24.81,2026-01-16
MET003952,PROJ000232,Deployment Frequency,82.47,2024-12-31
MET003953,PROJ000247,Net Promoter Score,69.75,2025-06-08
MET003954,PROJ000027,Retention Rate,78.39,2026-06-04
MET003955,PROJ000217,Bug Resolution Rate,68.36,2024-09-12
MET003956,PROJ000224,Feature Completion,58.59,2024-09-28
MET003957,PROJ000036,Retention Rate,60.92,2025-01-04
MET003958,PROJ000103,Retention Rate,94.1,2025-03-24
MET003959,PROJ000208,Deployment Frequency,83.7,2024-08-27
MET003960,PROJ000063,Monthly Active Users,84.39,2026-04-22
MET003961,PROJ000002,Retention Rate,3.54,2025-09-25
MET003962,PROJ000107,Sprint Velocity,91.03,2025-06-21
MET003963,PROJ000102,Monthly Active Users,54.16,2026-02-24
MET003964,PROJ000127,Bug Resolution Rate,59.81,2025-11-10
MET003965,PROJ000197,Feature Completion,35.71,2025-01-30
MET003966,PROJ000184,Average Response Time,21.63,2024-08-14
MET003967,PROJ000107,Deployment Frequency,29.19,2025-02-09
MET003968,PROJ000230,Bug Resolution Rate,20.58,2024-07-24
MET003969,PROJ000030,Net Promoter Score,65.37,2024-08-01
MET003970,PROJ000247,Customer Satisfaction,36.03,2025-06-01
MET003971,PROJ000010,Customer Satisfaction,48.51,2025-05-10
MET003972,PROJ000036,Monthly Active Users,51.19,2026-03-21
MET003973,PROJ000052,Sprint Velocity,53.94,2025-03-25
MET003974,PROJ000033,Monthly Active Users,45.11,2024-08-02
MET003975,PROJ000129,Monthly Active Users,40.29,2026-02-02
MET003976,PROJ000209,Average Response Time,61.92,2025-11-09
MET003977,PROJ000244,Monthly Active Users,31.69,2025-12-17
MET003978,PROJ000169,Sprint Velocity,98.24,2026-07-04
MET003979,PROJ000094,Bug Resolution Rate,28.67,2025-04-21
MET003980,PROJ000182,Feature Adoption,35.95,2025-01-30
MET003981,PROJ000007,Net Promoter Score,77.01,2025-02-10
MET003982,PROJ000142,Customer Satisfaction,99.3,2026-04-06
MET003983,PROJ000109,Retention Rate,7.55,2026-03-28
MET003984,PROJ000011,Sprint Velocity,46.6,2025-10-25
MET003985,PROJ000170,Feature Completion,37.08,2024-11-11
MET003986,PROJ000239,Bug Resolution Rate,62.03,2026-06-06
MET003987,PROJ000057,Feature Completion,66.92,2026-04-03
MET003988,PROJ000084,Feature Adoption,79.86,2026-02-25
MET003989,PROJ000173,Sprint Velocity,16.89,2025-01-28
MET003990,PROJ000164,Customer Satisfaction,55.13,2025-04-30
MET003991,PROJ000049,Monthly Active Users,72.08,2026-07-07
MET003992,PROJ000162,Feature Adoption,67.16,2025-08-13
MET003993,PROJ000077,Bug Resolution Rate,73.63,2026-03-25
MET003994,PROJ000104,Average Response Time,64.9,2025-02-25
MET003995,PROJ000084,Net Promoter Score,13.42,2024-08-02
MET003996,PROJ000008,Bug Resolution Rate,29.69,2025-12-28
MET003997,PROJ000092,Retention Rate,97.11,2024-12-24
MET003998,PROJ000221,Feature Adoption,60.77,2026-03-21
MET003999,PROJ000190,Deployment Frequency,8.83,2026-01-08
MET004000,PROJ000010,Deployment Frequency,29.71,2024-11-14
MET004001,PROJ000142,Net Promoter Score,93.55,2025-08-09
MET004002,PROJ000007,Average Response Time,88.09,2024-09-30
MET004003,PROJ000138,Customer Satisfaction,87.18,2025-05-27
MET004004,PROJ000056,Average Response Time,51.17,2025-02-10
MET004005,PROJ000122,Monthly Active Users,75.67,2025-11-18
MET004006,PROJ000144,Feature Adoption,38.03,2026-01-07
MET004007,PROJ000057,Feature Adoption,92.43,2025-07-22
MET004008,PROJ000075,Feature Completion,35.43,2026-04-10
MET004009,PROJ000181,Deployment Frequency,29.32,2026-04-26
MET004010,PROJ000068,Feature Completion,78.77,2025-11-14
MET004011,PROJ000121,Monthly Active Users,96.92,2026-05-27
MET004012,PROJ000210,Feature Adoption,19.14,2025-11-13
MET004013,PROJ000115,Monthly Active Users,6.07,2025-08-08
MET004014,PROJ000183,Customer Satisfaction,96.94,2025-11-21
MET004015,PROJ000036,Average Response Time,46.91,2026-07-09
MET004016,PROJ000035,Monthly Active Users,26.08,2025-01-18
MET004017,PROJ000159,Sprint Velocity,43.12,2025-06-27
MET004018,PROJ000110,Net Promoter Score,2.15,2025-04-30
MET004019,PROJ000175,Net Promoter Score,27.08,2025-05-13
MET004020,PROJ000069,Feature Completion,72.41,2025-12-29
MET004021,PROJ000171,Sprint Velocity,26.47,2024-07-30
MET004022,PROJ000013,Feature Completion,54.08,2024-09-13
MET004023,PROJ000153,Feature Completion,45.04,2024-08-01
MET004024,PROJ000153,Customer Satisfaction,80.58,2024-08-12
MET004025,PROJ000205,Feature Completion,69.34,2025-02-10
MET004026,PROJ000047,Sprint Velocity,84.15,2026-05-12
MET004027,PROJ000098,Feature Adoption,75.22,2025-12-24
MET004028,PROJ000240,Deployment Frequency,99.93,2024-11-01
MET004029,PROJ000173,Bug Resolution Rate,36.34,2025-10-03
MET004030,PROJ000032,Deployment Frequency,16.01,2025-09-04
MET004031,PROJ000239,Monthly Active Users,50.4,2026-02-16
MET004032,PROJ000100,Bug Resolution Rate,90.28,2025-02-22
MET004033,PROJ000173,Deployment Frequency,22.58,2026-01-29
MET004034,PROJ000119,Retention Rate,40.68,2025-06-15
MET004035,PROJ000140,Deployment Frequency,96.23,2026-02-09
MET004036,PROJ000133,Average Response Time,77.73,2026-06-25
MET004037,PROJ000237,Bug Resolution Rate,30.54,2025-05-18
MET004038,PROJ000223,Bug Resolution Rate,65.46,2025-06-26
MET004039,PROJ000078,Net Promoter Score,12.6,2026-02-12
MET004040,PROJ000198,Average Response Time,72.56,2024-07-25
MET004041,PROJ000080,Customer Satisfaction,10.63,2025-02-19
MET004042,PROJ000093,Deployment Frequency,48.03,2025-05-05
MET004043,PROJ000075,Feature Completion,69.77,2025-01-13
MET004044,PROJ000067,Net Promoter Score,52.64,2026-01-28
MET004045,PROJ000015,Customer Satisfaction,13.47,2025-11-04
MET004046,PROJ000072,Average Response Time,12.28,2024-09-02
MET004047,PROJ000225,Sprint Velocity,65.36,2024-11-20
MET004048,PROJ000243,Retention Rate,52.52,2025-12-06
MET004049,PROJ000130,Feature Adoption,20.16,2025-06-24
MET004050,PROJ000022,Average Response Time,99.45,2026-01-03
MET004051,PROJ000152,Retention Rate,54.61,2025-03-06
MET004052,PROJ000217,Net Promoter Score,5.98,2026-06-17
MET004053,PROJ000004,Sprint Velocity,84.82,2025-07-30
MET004054,PROJ000054,Feature Completion,88.42,2025-12-26
MET004055,PROJ000092,Monthly Active Users,75.23,2026-05-09
MET004056,PROJ000197,Feature Completion,9.48,2024-10-21
MET004057,PROJ000163,Average Response Time,10.25,2026-03-25
MET004058,PROJ000192,Monthly Active Users,44.78,2025-01-16
MET004059,PROJ000235,Feature Adoption,48.66,2025-11-04
MET004060,PROJ000020,Net Promoter Score,89.25,2026-04-17
MET004061,PROJ000038,Customer Satisfaction,33.16,2025-11-06
MET004062,PROJ000087,Net Promoter Score,65.57,2024-08-11
MET004063,PROJ000158,Average Response Time,67.32,2025-12-20
MET004064,PROJ000245,Retention Rate,4.7,2024-09-12
MET004065,PROJ000231,Deployment Frequency,28.01,2025-07-11
MET004066,PROJ000055,Customer Satisfaction,6.05,2025-06-18
MET004067,PROJ000087,Feature Adoption,42.0,2026-05-19
MET004068,PROJ000123,Customer Satisfaction,51.63,2024-08-01
MET004069,PROJ000082,Bug Resolution Rate,25.79,2025-05-16
MET004070,PROJ000096,Feature Adoption,1.69,2025-09-30
MET004071,PROJ000178,Net Promoter Score,24.11,2024-08-19
MET004072,PROJ000226,Feature Completion,68.95,2025-06-01
MET004073,PROJ000100,Feature Completion,50.71,2025-01-13
MET004074,PROJ000227,Feature Adoption,51.68,2024-11-08
MET004075,PROJ000050,Deployment Frequency,91.94,2024-10-20
MET004076,PROJ000129,Deployment Frequency,82.27,2024-09-07
MET004077,PROJ000185,Feature Adoption,79.48,2026-03-26
MET004078,PROJ000066,Deployment Frequency,73.28,2025-09-29
MET004079,PROJ000118,Feature Adoption,69.09,2024-09-30
MET004080,PROJ000103,Customer Satisfaction,74.08,2025-10-03
MET004081,PROJ000008,Deployment Frequency,29.63,2026-03-30
MET004082,PROJ000235,Deployment Frequency,96.6,2024-11-28
MET004083,PROJ000072,Deployment Frequency,49.81,2024-11-10
MET004084,PROJ000028,Customer Satisfaction,14.17,2025-02-02
MET004085,PROJ000056,Feature Completion,21.74,2026-07-16
MET004086,PROJ000080,Retention Rate,92.93,2024-11-06
MET004087,PROJ000078,Customer Satisfaction,72.45,2025-12-25
MET004088,PROJ000016,Feature Adoption,19.95,2025-12-02
MET004089,PROJ000206,Feature Adoption,9.28,2024-09-19
MET004090,PROJ000245,Sprint Velocity,2.19,2025-06-27
MET004091,PROJ000170,Monthly Active Users,68.46,2025-12-28
MET004092,PROJ000184,Sprint Velocity,71.59,2026-06-02
MET004093,PROJ000104,Net Promoter Score,58.38,2025-10-04
MET004094,PROJ000197,Feature Completion,58.3,2026-06-14
MET004095,PROJ000243,Sprint Velocity,65.84,2025-01-29
MET004096,PROJ000230,Average Response Time,41.6,2025-07-13
MET004097,PROJ000120,Deployment Frequency,45.14,2024-07-31
MET004098,PROJ000003,Average Response Time,54.99,2025-05-07
MET004099,PROJ000034,Feature Adoption,46.14,2026-03-05
MET004100,PROJ000224,Sprint Velocity,17.53,2024-11-10
MET004101,PROJ000151,Monthly Active Users,78.04,2025-06-29
MET004102,PROJ000098,Bug Resolution Rate,5.19,2025-04-07
MET004103,PROJ000026,Deployment Frequency,21.73,2024-08-02
MET004104,PROJ000060,Average Response Time,65.81,2026-05-07
MET004105,PROJ000160,Feature Completion,62.1,2026-06-17
MET004106,PROJ000232,Deployment Frequency,55.93,2024-08-12
MET004107,PROJ000007,Monthly Active Users,72.51,2024-10-01
MET004108,PROJ000075,Feature Adoption,14.66,2025-05-14
MET004109,PROJ000092,Sprint Velocity,35.89,2024-08-06
MET004110,PROJ000237,Feature Completion,83.73,2026-05-19
MET004111,PROJ000250,Monthly Active Users,54.96,2025-08-24
MET004112,PROJ000224,Bug Resolution Rate,24.28,2026-04-15
MET004113,PROJ000053,Monthly Active Users,67.64,2025-10-22
MET004114,PROJ000028,Retention Rate,95.52,2025-05-01
MET004115,PROJ000103,Net Promoter Score,3.96,2026-05-26
MET004116,PROJ000240,Feature Adoption,31.84,2026-01-03
MET004117,PROJ000186,Deployment Frequency,98.21,2025-09-22
MET004118,PROJ000076,Average Response Time,2.12,2026-06-07
MET004119,PROJ000143,Average Response Time,88.59,2025-05-11
MET004120,PROJ000086,Deployment Frequency,25.83,2024-09-26
MET004121,PROJ000070,Sprint Velocity,42.48,2026-06-21
MET004122,PROJ000106,Deployment Frequency,66.32,2025-10-11
MET004123,PROJ000199,Feature Adoption,70.55,2025-10-20
MET004124,PROJ000235,Feature Adoption,74.38,2025-09-23
MET004125,PROJ000155,Feature Completion,55.78,2025-09-23
MET004126,PROJ000150,Bug Resolution Rate,12.7,2025-08-12
MET004127,PROJ000097,Net Promoter Score,65.32,2025-02-02
MET004128,PROJ000148,Customer Satisfaction,93.7,2025-07-20
MET004129,PROJ000090,Net Promoter Score,81.05,2024-10-29
MET004130,PROJ000090,Feature Completion,42.03,2024-12-08
MET004131,PROJ000241,Customer Satisfaction,17.62,2026-01-19
MET004132,PROJ000077,Customer Satisfaction,61.33,2025-09-15
MET004133,PROJ000113,Bug Resolution Rate,16.3,2025-01-09
MET004134,PROJ000017,Customer Satisfaction,60.89,2025-03-30
MET004135,PROJ000144,Average Response Time,77.47,2025-06-08
MET004136,PROJ000022,Retention Rate,10.42,2025-10-09
MET004137,PROJ000233,Net Promoter Score,51.89,2026-03-11
MET004138,PROJ000030,Sprint Velocity,73.28,2025-07-27
MET004139,PROJ000143,Feature Adoption,6.33,2025-12-31
MET004140,PROJ000138,Monthly Active Users,89.35,2025-06-23
MET004141,PROJ000212,Sprint Velocity,88.67,2026-03-06
MET004142,PROJ000055,Monthly Active Users,71.65,2024-11-05
MET004143,PROJ000174,Deployment Frequency,23.99,2026-03-08
MET004144,PROJ000243,Monthly Active Users,58.24,2026-03-09
MET004145,PROJ000210,Customer Satisfaction,68.01,2026-04-25
MET004146,PROJ000147,Feature Adoption,53.54,2026-05-05
MET004147,PROJ000103,Net Promoter Score,31.68,2026-05-25
MET004148,PROJ000174,Deployment Frequency,18.3,2025-05-27
MET004149,PROJ000113,Retention Rate,46.06,2024-09-11
MET004150,PROJ000112,Monthly Active Users,54.14,2025-08-27
MET004151,PROJ000187,Deployment Frequency,51.06,2025-12-01
MET004152,PROJ000018,Retention Rate,62.97,2025-12-13
MET004153,PROJ000077,Average Response Time,47.7,2025-08-25
MET004154,PROJ000055,Sprint Velocity,3.22,2024-09-27
MET004155,PROJ000210,Bug Resolution Rate,9.76,2024-10-18
MET004156,PROJ000187,Customer Satisfaction,5.53,2026-05-22
MET004157,PROJ000169,Sprint Velocity,44.69,2025-01-12
MET004158,PROJ000176,Retention Rate,30.96,2024-11-08
MET004159,PROJ000045,Average Response Time,42.89,2026-06-17
MET004160,PROJ000231,Bug Resolution Rate,5.66,2024-12-13
MET004161,PROJ000123,Feature Completion,34.65,2024-09-09
MET004162,PROJ000247,Deployment Frequency,85.14,2025-12-03
MET004163,PROJ000022,Monthly Active Users,8.18,2025-09-08
MET004164,PROJ000181,Deployment Frequency,59.34,2025-06-13
MET004165,PROJ000156,Bug Resolution Rate,39.4,2025-01-16
MET004166,PROJ000154,Feature Adoption,56.12,2024-10-05
MET004167,PROJ000146,Customer Satisfaction,98.66,2025-05-15
MET004168,PROJ000201,Monthly Active Users,22.98,2026-04-27
MET004169,PROJ000175,Customer Satisfaction,80.27,2025-03-15
MET004170,PROJ000121,Deployment Frequency,95.64,2025-06-10
MET004171,PROJ000119,Deployment Frequency,70.09,2026-04-10
MET004172,PROJ000125,Feature Adoption,76.8,2025-01-02
MET004173,PROJ000240,Retention Rate,8.98,2025-07-22
MET004174,PROJ000239,Sprint Velocity,84.54,2025-12-25
MET004175,PROJ000157,Net Promoter Score,16.51,2024-09-21
MET004176,PROJ000027,Sprint Velocity,9.25,2024-09-30
MET004177,PROJ000001,Bug Resolution Rate,94.47,2025-11-20
MET004178,PROJ000206,Average Response Time,27.7,2025-01-14
MET004179,PROJ000205,Customer Satisfaction,63.87,2026-01-19
MET004180,PROJ000139,Monthly Active Users,81.03,2024-08-19
MET004181,PROJ000181,Monthly Active Users,94.25,2024-08-06
MET004182,PROJ000234,Deployment Frequency,4.78,2025-12-28
MET004183,PROJ000154,Feature Adoption,84.16,2025-12-26
MET004184,PROJ000057,Bug Resolution Rate,81.39,2025-02-06
MET004185,PROJ000021,Customer Satisfaction,21.26,2025-04-19
MET004186,PROJ000127,Net Promoter Score,18.65,2025-05-25
MET004187,PROJ000044,Feature Completion,56.28,2025-07-09
MET004188,PROJ000103,Sprint Velocity,23.65,2024-08-04
MET004189,PROJ000025,Feature Adoption,99.5,2025-05-06
MET004190,PROJ000006,Retention Rate,26.88,2025-10-14
MET004191,PROJ000122,Customer Satisfaction,76.4,2026-04-06
MET004192,PROJ000244,Bug Resolution Rate,19.52,2025-08-22
MET004193,PROJ000002,Sprint Velocity,43.23,2025-04-12
MET004194,PROJ000132,Feature Completion,35.26,2025-02-06
MET004195,PROJ000177,Feature Adoption,17.72,2026-03-10
MET004196,PROJ000062,Bug Resolution Rate,66.08,2026-04-22
MET004197,PROJ000131,Sprint Velocity,4.93,2024-10-08
MET004198,PROJ000226,Average Response Time,13.5,2026-05-02
MET004199,PROJ000084,Retention Rate,7.45,2025-10-28
MET004200,PROJ000202,Bug Resolution Rate,88.66,2024-08-29
MET004201,PROJ000117,Feature Adoption,74.9,2024-11-13
MET004202,PROJ000145,Feature Adoption,46.07,2025-03-06
MET004203,PROJ000127,Average Response Time,90.45,2024-11-24
MET004204,PROJ000219,Feature Adoption,48.74,2024-11-16
MET004205,PROJ000042,Sprint Velocity,92.27,2025-08-19
MET004206,PROJ000197,Customer Satisfaction,45.77,2026-02-28
MET004207,PROJ000084,Average Response Time,33.97,2025-11-20
MET004208,PROJ000042,Deployment Frequency,32.62,2024-12-27
MET004209,PROJ000123,Deployment Frequency,53.42,2025-10-03
MET004210,PROJ000024,Sprint Velocity,5.94,2025-11-26
MET004211,PROJ000200,Deployment Frequency,0.48,2025-11-13
MET004212,PROJ000246,Feature Adoption,63.93,2025-09-04
MET004213,PROJ000110,Average Response Time,5.49,2026-05-13
MET004214,PROJ000130,Net Promoter Score,76.0,2026-01-22
MET004215,PROJ000006,Feature Adoption,91.8,2026-02-09
MET004216,PROJ000075,Feature Adoption,82.42,2025-05-02
MET004217,PROJ000217,Retention Rate,71.18,2025-10-14
MET004218,PROJ000002,Deployment Frequency,9.09,2025-02-16
MET004219,PROJ000028,Customer Satisfaction,71.45,2024-10-15
MET004220,PROJ000097,Feature Adoption,80.61,2025-08-04
MET004221,PROJ000210,Net Promoter Score,69.2,2025-08-06
MET004222,PROJ000068,Feature Adoption,9.73,2026-03-17
MET004223,PROJ000046,Retention Rate,96.23,2026-01-10
MET004224,PROJ000129,Sprint Velocity,36.22,2026-01-08
MET004225,PROJ000163,Feature Completion,71.02,2025-07-09
MET004226,PROJ000042,Customer Satisfaction,65.39,2024-11-02
MET004227,PROJ000052,Feature Adoption,95.22,2026-05-06
MET004228,PROJ000030,Monthly Active Users,2.53,2025-10-12
MET004229,PROJ000194,Bug Resolution Rate,62.19,2024-12-17
MET004230,PROJ000241,Sprint Velocity,82.34,2026-01-24
MET004231,PROJ000231,Feature Adoption,88.04,2026-01-21
MET004232,PROJ000062,Customer Satisfaction,37.46,2026-01-14
MET004233,PROJ000112,Sprint Velocity,96.3,2025-02-23
MET004234,PROJ000164,Average Response Time,82.41,2024-12-19
MET004235,PROJ000249,Retention Rate,43.27,2024-09-28
MET004236,PROJ000180,Feature Adoption,48.94,2026-02-02
MET004237,PROJ000103,Sprint Velocity,17.25,2026-03-18
MET004238,PROJ000028,Average Response Time,35.3,2026-06-20
MET004239,PROJ000232,Deployment Frequency,54.68,2024-07-29
MET004240,PROJ000066,Monthly Active Users,71.66,2026-03-31
MET004241,PROJ000121,Feature Adoption,91.32,2026-02-04
MET004242,PROJ000101,Feature Adoption,80.28,2024-11-08
MET004243,PROJ000179,Deployment Frequency,70.26,2025-01-23
MET004244,PROJ000056,Feature Adoption,51.56,2026-05-08
MET004245,PROJ000193,Feature Adoption,83.47,2025-01-05
MET004246,PROJ000168,Feature Adoption,90.22,2025-06-24
