sprint_id,project_id,sprint_name,goal,status,start_date,end_date
SPR000790,PROJ000202,Sprint 790,Social art compare key they ground.,Planned,2026-02-20,2026-02-25
SPR000791,PROJ000248,Sprint 791,Despite inside put kind source.,Planned,2024-09-24,2025-05-07
SPR000792,PROJ000219,Sprint 792,Her fill keep whole it knowledge.,Active,2025-08-19,2026-05-07
SPR000793,PROJ000156,Sprint 793,First national it to cup keep plant.,Planned,2026-02-26,2026-03-04
SPR000794,PROJ000144,Sprint 794,Need watch thought create receive.,Planned,2025-09-18,2026-02-12
SPR000795,PROJ000093,Sprint 795,Main doctor movie pull attack official large group.,Completed,2024-11-11,2025-04-21
SPR000796,PROJ000017,Sprint 796,Majority receive simply because her customer four need.,Planned,2024-12-11,2025-06-08
SPR000797,PROJ000070,Sprint 797,Learn expert then standard weight sit between garden serve model.,Completed,2026-06-10,2026-06-20
SPR000798,PROJ000035,Sprint 798,Wind purpose start better.,Planned,2025-06-12,2026-03-09
SPR000799,PROJ000027,Sprint 799,Leg ground whom fine house fund claim through.,Active,2024-11-16,2026-03-18
SPR000800,PROJ000018,Sprint 800,Thing industry identify media so hear bill.,Planned,2025-09-07,2025-10-04
SPR000801,PROJ000203,Sprint 801,Thought wish would science character care system.,Active,2026-03-29,2026-07-19
SPR000802,PROJ000156,Sprint 802,Fast provide series between build stuff nice.,Active,2024-12-16,2025-12-20
SPR000803,PROJ000060,Sprint 803,Interesting year a career ready wait require and plant require.,Planned,2025-03-27,2026-07-01
SPR000804,PROJ000201,Sprint 804,Government sell sea indeed bring push.,Planned,2025-07-14,2026-03-05
SPR000805,PROJ000129,Sprint 805,Others theory law travel look itself cold realize.,Completed,2026-05-24,2026-06-05
SPR000806,PROJ000190,Sprint 806,Her tax many adult adult game instead this new.,Active,2025-05-31,2026-07-09
SPR000807,PROJ000107,Sprint 807,So study itself including sure take clearly sure boy seek.,Planned,2025-10-13,2026-03-08
SPR000808,PROJ000120,Sprint 808,Month word although four member why religious.,Active,2024-08-24,2024-12-30
SPR000809,PROJ000037,Sprint 809,Early tax seek discussion near deep task.,Planned,2024-12-29,2025-07-30
SPR000810,PROJ000108,Sprint 810,House his culture drive president.,Active,2025-12-09,2026-08-17
SPR000811,PROJ000096,Sprint 811,Skin election compare his note organization world.,Active,2024-09-10,2025-04-08
SPR000812,PROJ000168,Sprint 812,Successful Mrs trade point career available song.,Active,2025-11-22,2026-01-10
SPR000813,PROJ000094,Sprint 813,Push onto sound about protect participant from statement avoid laugh sell.,Planned,2024-12-19,2025-02-15
SPR000814,PROJ000114,Sprint 814,Condition near every head system decade ability himself price.,Planned,2024-12-16,2026-06-23
SPR000815,PROJ000094,Sprint 815,State step see rich see character.,Planned,2026-04-23,2026-07-24
SPR000816,PROJ000160,Sprint 816,Whether board change class certain spring former.,Active,2025-07-14,2026-01-09
SPR000817,PROJ000188,Sprint 817,Particular artist buy because within.,Planned,2025-10-15,2026-01-10
SPR000818,PROJ000174,Sprint 818,Kind whose strategy produce per realize state care.,Active,2025-09-28,2025-10-22
SPR000819,PROJ000123,Sprint 819,Side determine song share.,Completed,2026-04-05,2026-04-09
SPR000820,PROJ000186,Sprint 820,Begin work quickly professor light recently.,Completed,2025-03-17,2026-04-24
SPR000821,PROJ000203,Sprint 821,Perform while role thousand up themselves case operation.,Planned,2025-10-07,2026-07-23
SPR000822,PROJ000203,Sprint 822,Including exactly common nearly outside senior affect ground statement yard.,Completed,2024-10-07,2025-05-06
SPR000823,PROJ000083,Sprint 823,Sure several happen marriage push speak ball reflect.,Completed,2025-03-09,2026-02-05
SPR000824,PROJ000137,Sprint 824,Simple care think onto learn base expect worker financial eight.,Active,2024-10-07,2025-08-05
SPR000825,PROJ000154,Sprint 825,Your behavior industry citizen building huge history note record employee.,Planned,2025-06-02,2026-05-27
SPR000826,PROJ000137,Sprint 826,Officer easy there put half sense much blue.,Active,2025-05-31,2026-05-23
SPR000827,PROJ000084,Sprint 827,Contain vote song white adult artist TV federal market offer.,Active,2024-08-21,2025-09-24
SPR000828,PROJ000006,Sprint 828,System while simply air fish strategy spring player wonder.,Planned,2024-12-31,2025-11-21
SPR000829,PROJ000211,Sprint 829,Series every American fast.,Active,2024-12-09,2025-01-04
SPR000830,PROJ000176,Sprint 830,Decade man stay director data.,Active,2026-03-14,2026-05-25
SPR000831,PROJ000244,Sprint 831,Magazine image then heart since note such car improve staff.,Planned,2025-12-09,2026-05-22
SPR000832,PROJ000249,Sprint 832,Little as also myself cost.,Planned,2024-08-16,2026-05-03
SPR000833,PROJ000124,Sprint 833,History part range final.,Active,2025-10-07,2025-11-10
SPR000834,PROJ000149,Sprint 834,Miss I side run nothing agreement of.,Completed,2025-02-05,2025-08-16
SPR000835,PROJ000223,Sprint 835,Statement enter budget place certainly decision suggest accept kid positive.,Completed,2024-09-04,2025-06-28
SPR000836,PROJ000156,Sprint 836,Much several change lot book accept.,Completed,2025-05-02,2026-03-13
SPR000837,PROJ000232,Sprint 837,Give same traditional news one agree exactly talk.,Planned,2026-06-09,2026-06-13
SPR000838,PROJ000084,Sprint 838,Day even new side relate then well at woman police brother.,Planned,2025-12-10,2026-06-20
SPR000839,PROJ000223,Sprint 839,By entire draw grow few coach.,Active,2025-06-14,2026-07-14
SPR000840,PROJ000194,Sprint 840,Picture career something note moment against box between very government.,Completed,2024-12-08,2024-12-25
SPR000841,PROJ000187,Sprint 841,Traditional room beat three care career thank personal investment.,Active,2025-04-27,2026-08-09
SPR000842,PROJ000158,Sprint 842,Wish play nothing make budget vote long contain suddenly kid.,Completed,2025-03-26,2026-06-27
SPR000843,PROJ000168,Sprint 843,Final idea off benefit structure near sound really.,Completed,2025-04-25,2026-05-25
SPR000844,PROJ000056,Sprint 844,Foreign no glass either fear condition.,Active,2025-09-23,2026-03-21
SPR000845,PROJ000111,Sprint 845,Help develop explain recent front.,Active,2025-06-22,2025-11-30
SPR000846,PROJ000037,Sprint 846,Reflect thank involve group stock measure include instead class skin.,Planned,2025-11-24,2026-08-05
SPR000847,PROJ000220,Sprint 847,Protect party could white challenge or hard including opportunity.,Active,2024-10-24,2025-12-09
SPR000848,PROJ000020,Sprint 848,Idea heart case different education international office quite position high.,Planned,2025-04-24,2025-06-01
SPR000849,PROJ000091,Sprint 849,Address room black have arm student standard take.,Active,2025-01-21,2025-09-13
SPR000850,PROJ000048,Sprint 850,Throughout program medical pretty list across.,Planned,2024-08-25,2024-09-27
SPR000851,PROJ000236,Sprint 851,People center there realize subject move.,Completed,2026-01-23,2026-08-05
SPR000852,PROJ000190,Sprint 852,Party source some off stock rather.,Active,2026-03-15,2026-04-26
SPR000853,PROJ000006,Sprint 853,Add memory newspaper important sure station skin.,Active,2024-09-06,2026-01-10
SPR000854,PROJ000149,Sprint 854,Exactly various second beautiful part.,Active,2025-02-15,2025-04-09
SPR000855,PROJ000239,Sprint 855,Age provide one cup first cover.,Completed,2025-01-12,2025-08-11
SPR000856,PROJ000166,Sprint 856,Style police hand show over sit alone surface.,Active,2026-02-05,2026-08-21
SPR000857,PROJ000119,Sprint 857,Husband head realize property century myself.,Planned,2024-12-27,2026-02-01
SPR000858,PROJ000191,Sprint 858,Star high long study peace example.,Planned,2024-12-03,2025-12-20
SPR000859,PROJ000043,Sprint 859,Program career better end type total social usually.,Active,2026-03-26,2026-06-25
SPR000860,PROJ000037,Sprint 860,New factor fill glass unit billion case sure.,Planned,2025-08-30,2025-12-02
SPR000861,PROJ000011,Sprint 861,Really stay for bed maybe mention really rise program.,Planned,2024-08-07,2025-10-23
SPR000862,PROJ000080,Sprint 862,Sit quickly time return side adult edge sign.,Planned,2026-04-13,2026-08-07
SPR000863,PROJ000102,Sprint 863,Work score certainly continue series whose.,Completed,2025-10-06,2025-10-13
SPR000864,PROJ000249,Sprint 864,Father she community form leader establish treat series certainly.,Active,2025-10-30,2025-12-20
SPR000865,PROJ000114,Sprint 865,War special very himself staff just long point.,Completed,2024-08-02,2026-07-21
SPR000866,PROJ000090,Sprint 866,Or threat day read play everyone so focus exist audience.,Completed,2025-11-02,2025-11-28
SPR000867,PROJ000077,Sprint 867,Know maybe wide lose brother worry check present some bank someone.,Planned,2025-05-21,2025-12-28
SPR000868,PROJ000242,Sprint 868,Sort fire adult see address student push.,Active,2025-07-31,2026-08-09
SPR000869,PROJ000088,Sprint 869,Rock full economy director year sound happen.,Completed,2025-07-31,2025-12-01
SPR000870,PROJ000198,Sprint 870,Best same control key hand owner less month glass most.,Completed,2025-01-17,2026-05-04
SPR000871,PROJ000152,Sprint 871,Record think foreign successful score.,Completed,2025-11-26,2026-07-01
SPR000872,PROJ000224,Sprint 872,Impact get political receive.,Planned,2025-06-28,2026-07-28
SPR000873,PROJ000136,Sprint 873,Already reach pull upon own because meeting against.,Completed,2024-11-02,2025-11-25
SPR000874,PROJ000026,Sprint 874,Better something region as agreement.,Planned,2024-09-07,2026-04-06
SPR000875,PROJ000138,Sprint 875,Official realize knowledge particularly reflect Mrs source evening almost.,Active,2025-08-16,2026-01-09
SPR000876,PROJ000043,Sprint 876,Radio particularly decision win ever prepare third commercial hour.,Active,2025-12-18,2026-04-15
SPR000877,PROJ000112,Sprint 877,As together billion grow ground treat provide.,Planned,2024-08-14,2025-02-26
SPR000878,PROJ000030,Sprint 878,Throughout stay seem financial anyone.,Planned,2026-05-05,2026-06-02
SPR000879,PROJ000161,Sprint 879,Wear citizen war safe president.,Active,2024-10-22,2025-04-15
SPR000880,PROJ000166,Sprint 880,Able quickly beautiful fire option.,Planned,2025-12-16,2026-05-04
SPR000881,PROJ000029,Sprint 881,Lead whether interest financial rest way.,Completed,2024-08-05,2024-11-02
SPR000882,PROJ000244,Sprint 882,Social interest become argue father PM fear catch stage character.,Planned,2024-09-22,2025-12-07
SPR000883,PROJ000170,Sprint 883,Happy manage growth want product project.,Planned,2025-04-10,2026-07-11
SPR000884,PROJ000167,Sprint 884,Outside mean decision catch window.,Completed,2024-09-04,2024-09-19
SPR000885,PROJ000142,Sprint 885,Study million increase situation piece stop realize knowledge.,Active,2025-06-15,2026-03-10
SPR000886,PROJ000204,Sprint 886,Trip nation lawyer dream product especially people country standard career.,Active,2024-11-14,2024-12-15
SPR000887,PROJ000167,Sprint 887,Western that provide bill both.,Active,2025-12-26,2026-02-28
SPR000888,PROJ000247,Sprint 888,Meeting billion fast rock knowledge institution kind same.,Completed,2026-01-18,2026-06-02
SPR000889,PROJ000065,Sprint 889,Little under force if training election possible newspaper.,Completed,2026-03-17,2026-03-28
SPR000890,PROJ000070,Sprint 890,Town case foot leader off sort six cost visit.,Planned,2024-10-23,2025-04-16
SPR000891,PROJ000146,Sprint 891,Feel painting appear family.,Planned,2025-02-09,2025-09-06
SPR000892,PROJ000210,Sprint 892,Pass tonight the minute operation fish new also.,Active,2025-10-28,2026-03-09
SPR000893,PROJ000072,Sprint 893,Staff interesting yes Congress fine recognize manage color control she.,Planned,2025-12-09,2026-06-09
SPR000894,PROJ000149,Sprint 894,Cost truth miss him analysis carry break try everything adult sometimes.,Planned,2025-01-26,2025-11-15
SPR000895,PROJ000003,Sprint 895,At realize staff reflect practice form enter choose star garden.,Planned,2026-02-15,2026-02-26
SPR000896,PROJ000084,Sprint 896,Person health decision hit their girl.,Active,2025-05-04,2025-09-17
SPR000897,PROJ000080,Sprint 897,Set policy able always financial within another which sign nor.,Completed,2024-09-18,2025-10-31
SPR000898,PROJ000187,Sprint 898,Pay television government challenge.,Active,2026-04-11,2026-05-31
SPR000899,PROJ000014,Sprint 899,State machine school phone most.,Planned,2024-10-07,2024-11-03
SPR000900,PROJ000111,Sprint 900,Low sure those hundred set many her would figure.,Active,2025-02-09,2025-12-24
SPR000901,PROJ000196,Sprint 901,Positive the stuff fund leader.,Planned,2026-06-14,2026-06-16
SPR000902,PROJ000113,Sprint 902,Guy message song finally marriage compare can.,Planned,2025-03-14,2026-08-21
SPR000903,PROJ000112,Sprint 903,Off southern region none along environmental step successful fish key.,Active,2025-06-07,2025-10-21
SPR000904,PROJ000087,Sprint 904,Morning open market over of treatment deep person.,Completed,2025-07-17,2025-12-08
SPR000905,PROJ000046,Sprint 905,Different rich relate special ten.,Active,2025-06-17,2025-12-23
SPR000906,PROJ000028,Sprint 906,Official mission meeting compare technology turn some year upon.,Planned,2026-01-26,2026-06-29
SPR000907,PROJ000087,Sprint 907,Season artist mean administration quality none.,Completed,2025-06-24,2025-06-27
SPR000908,PROJ000106,Sprint 908,Us fund glass tax office reduce.,Active,2024-10-06,2026-02-21
SPR000909,PROJ000146,Sprint 909,School discover large somebody Democrat however.,Planned,2025-11-16,2026-02-12
SPR000910,PROJ000156,Sprint 910,Conference same exactly subject land hour development might beautiful they hear.,Completed,2025-08-01,2026-01-10
SPR000911,PROJ000154,Sprint 911,Process remember somebody word body place foreign several.,Planned,2025-04-13,2026-06-20
SPR000912,PROJ000049,Sprint 912,Imagine single source reach several.,Active,2025-12-08,2026-08-02
SPR000913,PROJ000161,Sprint 913,Who question operation carry she current effort letter drop.,Completed,2025-03-23,2025-04-24
SPR000914,PROJ000047,Sprint 914,Take company training wind risk school Mr degree perform.,Completed,2025-10-22,2025-12-04
SPR000915,PROJ000222,Sprint 915,Dark season new story safe money.,Completed,2025-08-15,2025-11-30
SPR000916,PROJ000200,Sprint 916,Prepare as defense style world.,Active,2025-03-21,2025-04-20
SPR000917,PROJ000058,Sprint 917,Approach article ago develop recent science candidate.,Planned,2024-10-13,2026-03-20
SPR000918,PROJ000099,Sprint 918,Buy author begin source until eat break shake national.,Completed,2025-11-08,2026-05-11
SPR000919,PROJ000214,Sprint 919,Although contain rise involve high.,Active,2024-11-22,2025-08-14
SPR000920,PROJ000099,Sprint 920,Sense gas year how design rock huge as somebody establish.,Completed,2026-06-03,2026-08-12
SPR000921,PROJ000225,Sprint 921,Seem certainly show notice international director.,Planned,2024-12-26,2025-08-12
SPR000922,PROJ000042,Sprint 922,Throw even beyond rather social.,Completed,2025-01-28,2026-08-20
SPR000923,PROJ000228,Sprint 923,Environment move kind similar high pay whose environment.,Completed,2025-03-20,2026-02-09
SPR000924,PROJ000130,Sprint 924,Glass a TV character fact too lot.,Active,2025-03-10,2025-05-26
SPR000925,PROJ000202,Sprint 925,Feel increase form stay.,Active,2025-04-21,2025-06-29
SPR000926,PROJ000013,Sprint 926,Read fine little cultural sometimes.,Planned,2026-05-15,2026-07-28
SPR000927,PROJ000004,Sprint 927,Sound board choice capital improve.,Planned,2026-02-26,2026-04-06
SPR000928,PROJ000249,Sprint 928,Environmental sing argue husband while authority writer part.,Active,2025-10-06,2026-04-17
SPR000929,PROJ000083,Sprint 929,Wear sound memory action southern fast develop film image court.,Completed,2024-12-24,2026-01-23
SPR000930,PROJ000146,Sprint 930,Best personal surface find power simple nothing.,Active,2025-03-21,2026-04-26
SPR000931,PROJ000006,Sprint 931,Require open draw others least test name.,Planned,2026-06-17,2026-07-27
SPR000932,PROJ000194,Sprint 932,Weight seat air recognize realize until personal.,Completed,2024-09-08,2026-02-19
SPR000933,PROJ000242,Sprint 933,Analysis poor enough subject trial leave station surface opportunity of.,Active,2025-12-18,2026-04-14
SPR000934,PROJ000057,Sprint 934,Involve Democrat skin situation for already matter civil ahead face.,Active,2024-08-12,2025-12-30
SPR000935,PROJ000168,Sprint 935,Can center society claim organization behind well prepare the reality.,Completed,2025-03-14,2025-12-13
SPR000936,PROJ000216,Sprint 936,Group often public dream various receive of.,Completed,2025-10-07,2026-01-05
SPR000937,PROJ000138,Sprint 937,Particularly every explain Congress treatment business full position movement.,Planned,2026-04-20,2026-07-01
SPR000938,PROJ000232,Sprint 938,Add arm look teacher make cut television.,Active,2024-07-24,2024-09-21
SPR000939,PROJ000186,Sprint 939,Campaign economy free though heart.,Planned,2024-09-22,2024-11-22
SPR000940,PROJ000061,Sprint 940,Before deal you player bar however realize every thus.,Planned,2026-05-31,2026-08-07
SPR000941,PROJ000229,Sprint 941,Can popular write mother stuff campaign.,Active,2025-11-24,2026-04-16
SPR000942,PROJ000201,Sprint 942,Economic candidate establish nice article including history who focus.,Completed,2026-04-26,2026-04-28
SPR000943,PROJ000206,Sprint 943,Enjoy environmental approach turn civil system rest scientist point.,Planned,2024-11-05,2026-05-02
SPR000944,PROJ000224,Sprint 944,Our ahead religious sing during risk least.,Planned,2025-05-16,2025-12-24
SPR000945,PROJ000135,Sprint 945,Near recent local several difference away.,Active,2025-03-17,2025-07-30
SPR000946,PROJ000032,Sprint 946,Son writer car north cause his show work enough.,Planned,2026-01-30,2026-02-26
SPR000947,PROJ000003,Sprint 947,Audience study nature case sign.,Active,2026-03-17,2026-05-01
SPR000948,PROJ000195,Sprint 948,Economy raise everyone half result appear certainly paper whether minute.,Active,2024-09-12,2026-03-03
SPR000949,PROJ000182,Sprint 949,Tend magazine water deep receive support region station.,Planned,2026-04-04,2026-05-05
SPR000950,PROJ000145,Sprint 950,Sit hour mother service out affect north attack candidate likely fire.,Planned,2025-10-18,2026-01-15
SPR000951,PROJ000206,Sprint 951,What three while theory coach Republican attorney leader responsibility focus.,Planned,2024-11-12,2025-02-22
SPR000952,PROJ000044,Sprint 952,Ready role discussion scientist account weight.,Active,2026-01-26,2026-03-23
SPR000953,PROJ000050,Sprint 953,Tough exactly leg business quickly fall light huge.,Planned,2025-06-01,2025-11-22
SPR000954,PROJ000111,Sprint 954,Money between on center as visit business tough spend.,Active,2025-02-03,2025-10-12
SPR000955,PROJ000074,Sprint 955,Common unit theory field share most health.,Completed,2025-06-10,2025-09-14
SPR000956,PROJ000120,Sprint 956,Set possible participant wrong service budget sister people discussion stage.,Active,2025-04-23,2025-11-16
SPR000957,PROJ000132,Sprint 957,Wonder job simple certainly resource operation agency clearly become.,Active,2025-11-17,2026-08-16
SPR000958,PROJ000036,Sprint 958,Pay thank adult great attack off wall final.,Completed,2025-12-31,2026-04-18
SPR000959,PROJ000043,Sprint 959,Movement dream customer factor activity.,Active,2024-12-06,2025-09-04
SPR000960,PROJ000089,Sprint 960,Run while sense lead physical son lay.,Completed,2025-09-17,2026-05-15
SPR000961,PROJ000022,Sprint 961,Effort always huge speak.,Active,2025-12-17,2025-12-20
SPR000962,PROJ000069,Sprint 962,Argue beat identify almost total month task begin need.,Planned,2025-01-13,2026-01-19
SPR000963,PROJ000086,Sprint 963,Instead bag sign end performance day several create interest.,Planned,2026-01-26,2026-08-06
SPR000964,PROJ000159,Sprint 964,Second back raise during environmental need.,Completed,2025-09-10,2026-06-29
SPR000965,PROJ000194,Sprint 965,Boy she mouth city.,Active,2025-12-21,2026-03-22
SPR000966,PROJ000177,Sprint 966,Drug cup again wish nation many thank organization team.,Completed,2025-11-09,2026-01-15
SPR000967,PROJ000204,Sprint 967,Material itself produce need dinner firm fear forget option again.,Active,2025-12-02,2026-04-23
SPR000968,PROJ000186,Sprint 968,Even possible suggest could feel ahead material star provide.,Completed,2025-12-24,2026-08-21
SPR000969,PROJ000053,Sprint 969,Must provide ok eye challenge raise draw military.,Planned,2024-11-28,2026-03-02
SPR000970,PROJ000227,Sprint 970,Research half between management civil identify father seat million.,Completed,2025-10-04,2026-07-15
SPR000971,PROJ000224,Sprint 971,Could produce party more high rather.,Active,2025-01-31,2026-05-02
SPR000972,PROJ000004,Sprint 972,Including book pattern nice suddenly professional old PM.,Planned,2025-09-11,2026-01-17
SPR000973,PROJ000238,Sprint 973,Statement under fall three significant street message million organization air.,Completed,2024-12-24,2026-01-16
SPR000974,PROJ000057,Sprint 974,Side computer third senior gas mission per.,Completed,2024-12-02,2025-10-25
SPR000975,PROJ000232,Sprint 975,Exactly throw most second suddenly purpose song.,Active,2025-04-16,2026-05-29
SPR000976,PROJ000011,Sprint 976,Worker miss scientist skin know half plant career product.,Active,2025-11-12,2026-05-27
SPR000977,PROJ000149,Sprint 977,Present perhaps card hear pattern.,Planned,2025-03-26,2025-09-17
SPR000978,PROJ000227,Sprint 978,To wind election campaign story theory.,Active,2026-03-08,2026-04-28
SPR000979,PROJ000160,Sprint 979,Thought charge guess long city challenge relate activity time.,Active,2025-11-15,2026-08-05
SPR000980,PROJ000242,Sprint 980,Card build true cause front.,Completed,2026-05-31,2026-06-03
SPR000981,PROJ000163,Sprint 981,Voice sell drug subject chair member fast.,Planned,2025-06-18,2026-07-22
SPR000982,PROJ000036,Sprint 982,Range media forget be break study read until others.,Active,2025-04-11,2025-12-07
SPR000983,PROJ000045,Sprint 983,Central describe also couple behind.,Active,2025-02-19,2025-03-29
SPR000984,PROJ000159,Sprint 984,Decide rock always statement do real east.,Completed,2025-10-21,2026-02-13
SPR000985,PROJ000183,Sprint 985,Or young measure list marriage left.,Active,2026-03-21,2026-05-25
SPR000986,PROJ000109,Sprint 986,Reveal collection step spring officer establish.,Active,2026-04-10,2026-05-02
SPR000987,PROJ000236,Sprint 987,Plan marriage partner section account child skill bit shake turn.,Planned,2025-06-12,2025-06-28
SPR000988,PROJ000031,Sprint 988,Free store white example bag yeah direction everyone these.,Active,2026-06-15,2026-08-13
SPR000989,PROJ000201,Sprint 989,Heavy seek organization product everything.,Active,2025-09-06,2026-06-08
SPR000990,PROJ000067,Sprint 990,Push that free social.,Completed,2026-03-15,2026-06-05
SPR000991,PROJ000020,Sprint 991,Agent than understand story structure just unit.,Active,2025-12-03,2026-02-01
SPR000992,PROJ000026,Sprint 992,Law little bed if scene.,Planned,2026-01-19,2026-01-22
SPR000993,PROJ000093,Sprint 993,Although serve pretty house character pull impact sister song whether seek.,Completed,2025-04-15,2025-07-26
SPR000994,PROJ000101,Sprint 994,Much child a professional visit east.,Completed,2026-02-01,2026-05-30
SPR000995,PROJ000076,Sprint 995,Impact same series professor ok personal have fact.,Completed,2026-04-19,2026-07-09
SPR000996,PROJ000029,Sprint 996,Hope mouth public coach doctor white.,Active,2024-08-07,2024-12-09
SPR000997,PROJ000240,Sprint 997,Short why director effort watch wrong drive eight.,Planned,2025-01-04,2025-03-22
SPR000998,PROJ000207,Sprint 998,Measure general speak painting around stage free.,Active,2026-03-13,2026-08-20
SPR000999,PROJ000097,Sprint 999,Industry test financial travel.,Active,2025-08-17,2025-12-02
SPR001000,PROJ000232,Sprint 1000,Fish sea agency far although.,Completed,2026-01-28,2026-06-18
SPR001001,PROJ000174,Sprint 1001,Seven television goal east consider method hair matter.,Active,2024-09-25,2025-08-11
SPR001002,PROJ000178,Sprint 1002,Half wrong war check there.,Completed,2026-05-11,2026-05-27
SPR001003,PROJ000156,Sprint 1003,True condition skill partner scene send spring draw sing here.,Active,2026-04-21,2026-04-27
SPR001004,PROJ000172,Sprint 1004,Reality south despite city under control price.,Planned,2026-04-17,2026-08-11
SPR001005,PROJ000193,Sprint 1005,Eight century indicate despite treat guy I market middle.,Completed,2026-06-09,2026-08-04
SPR001006,PROJ000073,Sprint 1006,Process produce great subject simply consumer better.,Active,2025-12-25,2026-07-24
SPR001007,PROJ000176,Sprint 1007,Treatment score vote job still above center agree.,Completed,2025-03-02,2025-05-11
SPR001008,PROJ000099,Sprint 1008,National very behavior wish religious situation another.,Active,2026-04-03,2026-04-16
SPR001009,PROJ000139,Sprint 1009,Herself standard food owner effect seek treatment court traditional physical first.,Planned,2024-10-21,2026-04-18
SPR001010,PROJ000168,Sprint 1010,Discover enough local film born edge.,Active,2025-03-07,2025-10-16
SPR001011,PROJ000150,Sprint 1011,Individual so marriage next peace.,Completed,2025-05-07,2026-02-14
SPR001012,PROJ000201,Sprint 1012,Small level order painting first sister chair animal.,Completed,2024-07-31,2025-02-22
SPR001013,PROJ000064,Sprint 1013,Task fire place after present hope Republican physical sing girl.,Planned,2026-06-10,2026-06-20
SPR001014,PROJ000092,Sprint 1014,Rest art our boy issue include.,Completed,2025-10-06,2025-11-03
SPR001015,PROJ000240,Sprint 1015,Process go response join bad as.,Completed,2026-01-12,2026-01-13
SPR001016,PROJ000055,Sprint 1016,Else challenge able poor standard best task.,Completed,2025-01-26,2025-05-11
SPR001017,PROJ000030,Sprint 1017,Structure together power against yet ok two effect natural.,Completed,2025-03-26,2026-05-21
SPR001018,PROJ000056,Sprint 1018,Anyone factor itself message develop until after suffer discuss.,Completed,2025-03-24,2026-04-29
SPR001019,PROJ000153,Sprint 1019,Either performance animal can throughout.,Planned,2025-07-08,2026-05-15
SPR001020,PROJ000064,Sprint 1020,Glass blue expert sometimes yes risk too receive interesting.,Planned,2026-06-12,2026-06-15
SPR001021,PROJ000008,Sprint 1021,Although talk hotel friend add age community yourself.,Completed,2025-06-15,2026-04-12
SPR001022,PROJ000073,Sprint 1022,Listen situation trip success.,Active,2024-08-08,2026-05-18
SPR001023,PROJ000126,Sprint 1023,Statement within follow would government.,Active,2025-03-27,2026-01-22
SPR001024,PROJ000006,Sprint 1024,Board strategy could owner born item reason support.,Completed,2025-02-05,2025-04-27
SPR001025,PROJ000006,Sprint 1025,Their break serious challenge often camera value great more air decision.,Planned,2024-09-28,2025-03-11
SPR001026,PROJ000213,Sprint 1026,Expect common morning or walk number listen nearly item audience several.,Planned,2026-06-09,2026-06-13
SPR001027,PROJ000190,Sprint 1027,Performance his road put professional address air garden.,Completed,2025-07-14,2025-07-15
SPR001028,PROJ000131,Sprint 1028,Finally necessary man someone actually for environment line us organization.,Planned,2025-12-06,2026-07-05
SPR001029,PROJ000145,Sprint 1029,At plan least ago song letter.,Active,2024-09-23,2025-09-21
SPR001030,PROJ000048,Sprint 1030,Sit thus person least almost too pick describe information.,Planned,2026-01-08,2026-05-16
SPR001031,PROJ000181,Sprint 1031,Best goal current weight return mission.,Planned,2024-10-02,2024-12-13
SPR001032,PROJ000192,Sprint 1032,Any political consumer instead next institution care green event.,Completed,2024-12-29,2025-01-29
SPR001033,PROJ000011,Sprint 1033,Current human loss fund store piece practice natural to better.,Active,2025-11-15,2026-03-13
SPR001034,PROJ000047,Sprint 1034,Score per that her career enter.,Active,2025-09-21,2026-07-19
SPR001035,PROJ000073,Sprint 1035,During student campaign end guess which own should TV.,Planned,2025-04-15,2025-11-07
SPR001036,PROJ000063,Sprint 1036,Million machine reduce between computer.,Completed,2025-10-15,2026-08-14
SPR001037,PROJ000245,Sprint 1037,Peace either appear act whatever oil player walk father population.,Planned,2025-09-20,2026-06-30
SPR001038,PROJ000213,Sprint 1038,Magazine left young group read officer writer.,Planned,2024-10-04,2024-12-03
SPR001039,PROJ000012,Sprint 1039,Card I out exist suffer possible.,Active,2024-12-22,2025-02-11
SPR001040,PROJ000232,Sprint 1040,Agreement describe nature simple type.,Planned,2024-08-31,2026-01-15
SPR001041,PROJ000168,Sprint 1041,Need beyond American decide offer road should institution generation together.,Planned,2025-04-13,2026-01-15
SPR001042,PROJ000089,Sprint 1042,Point attorney cold reflect team soon media.,Completed,2024-11-23,2025-11-09
SPR001043,PROJ000199,Sprint 1043,Sea dog kind indicate you white drive seek.,Completed,2026-03-24,2026-07-30
SPR001044,PROJ000104,Sprint 1044,Energy issue two unit visit anything start total idea.,Active,2025-06-02,2026-03-21
SPR001045,PROJ000055,Sprint 1045,Good themselves if give amount.,Planned,2025-05-19,2025-08-30
SPR001046,PROJ000175,Sprint 1046,Attack property accept street meet adult enjoy.,Completed,2024-10-16,2025-06-16
SPR001047,PROJ000029,Sprint 1047,Baby all away enter nature respond rather series less hear.,Completed,2024-12-20,2025-04-25
SPR001048,PROJ000020,Sprint 1048,Memory away similar safe kid scene writer song.,Completed,2025-06-13,2026-03-25
SPR001049,PROJ000192,Sprint 1049,Marriage mention student mean fact improve western staff heart.,Active,2026-05-28,2026-05-28
SPR001050,PROJ000142,Sprint 1050,High benefit customer property anything.,Active,2025-07-30,2025-10-06
SPR001051,PROJ000141,Sprint 1051,Building recent simple base shake somebody.,Active,2025-05-06,2026-08-06
SPR001052,PROJ000008,Sprint 1052,Conference discuss cover something think process simply idea best.,Planned,2025-12-30,2026-06-15
