ticket_id,project_id,assigned_user_id,ticket_title,ticket_type,priority,status,story_points,created_at
TKT004619,PROJ000065,USR000033,Ticket-4619,Epic,Medium,Resolved,10,2025-09-09
TKT004620,PROJ000016,USR000752,Ticket-4620,Improvement,Medium,Closed,6,2026-01-26
TKT004621,PROJ000128,USR000632,Ticket-4621,Bug,High,Resolved,12,2025-05-02
TKT004622,PROJ000156,USR000583,Ticket-4622,Epic,Low,Closed,12,2026-02-12
TKT004623,PROJ000014,USR000053,Ticket-4623,Task,Low,Blocked,5,2024-08-25
TKT004624,PROJ000011,USR000155,Ticket-4624,Task,Medium,Closed,10,2026-02-12
TKT004625,PROJ000195,USR000345,Ticket-4625,Task,Medium,Closed,10,2026-02-23
TKT004626,PROJ000042,USR000165,Ticket-4626,Story,Critical,Closed,1,2024-08-20
TKT004627,PROJ000019,USR000773,Ticket-4627,Task,High,Open,3,2025-06-22
TKT004628,PROJ000106,USR000321,Ticket-4628,Story,Critical,Blocked,7,2025-04-30
TKT004629,PROJ000233,USR000319,Ticket-4629,Task,Low,Blocked,11,2025-02-16
TKT004630,PROJ000155,USR000712,Ticket-4630,Bug,Critical,In Progress,12,2024-12-27
TKT004631,PROJ000217,USR000201,Ticket-4631,Task,Medium,Resolved,11,2025-02-11
TKT004632,PROJ000084,USR000306,Ticket-4632,Improvement,Critical,In Progress,12,2025-09-13
TKT004633,PROJ000085,USR000053,Ticket-4633,Epic,Critical,Blocked,1,2025-09-21
TKT004634,PROJ000057,USR000179,Ticket-4634,Improvement,Low,Blocked,3,2026-07-20
TKT004635,PROJ000066,USR000477,Ticket-4635,Story,High,In Progress,10,2026-02-12
TKT004636,PROJ000008,USR000012,Ticket-4636,Task,Critical,Blocked,11,2026-03-20
TKT004637,PROJ000139,USR000140,Ticket-4637,Improvement,Low,Closed,8,2026-06-02
TKT004638,PROJ000099,USR000027,Ticket-4638,Improvement,Medium,In Progress,11,2026-04-14
TKT004639,PROJ000136,USR000756,Ticket-4639,Story,Medium,In Progress,11,2026-07-12
TKT004640,PROJ000081,USR000344,Ticket-4640,Epic,Medium,Closed,6,2024-09-26
TKT004641,PROJ000085,USR000284,Ticket-4641,Task,Low,Closed,11,2026-05-14
TKT004642,PROJ000197,USR000571,Ticket-4642,Story,High,In Progress,4,2026-01-31
TKT004643,PROJ000185,USR000546,Ticket-4643,Epic,High,Resolved,4,2025-12-14
TKT004644,PROJ000087,USR000061,Ticket-4644,Task,Medium,Closed,13,2026-05-18
TKT004645,PROJ000201,USR000560,Ticket-4645,Improvement,Critical,In Progress,3,2026-02-24
TKT004646,PROJ000131,USR000063,Ticket-4646,Bug,High,Resolved,12,2025-12-06
TKT004647,PROJ000100,USR000609,Ticket-4647,Story,High,Closed,1,2024-10-10
TKT004648,PROJ000139,USR000496,Ticket-4648,Bug,High,In Progress,7,2025-11-01
TKT004649,PROJ000165,USR000528,Ticket-4649,Epic,High,Closed,6,2026-02-11
TKT004650,PROJ000172,USR000491,Ticket-4650,Task,High,Open,8,2025-03-31
TKT004651,PROJ000194,USR000469,Ticket-4651,Improvement,Critical,Open,12,2025-05-16
TKT004652,PROJ000245,USR000737,Ticket-4652,Epic,Medium,In Progress,6,2025-10-22
TKT004653,PROJ000231,USR000274,Ticket-4653,Improvement,High,Closed,7,2024-08-21
TKT004654,PROJ000073,USR000223,Ticket-4654,Improvement,Low,Resolved,5,2026-01-12
TKT004655,PROJ000003,USR000720,Ticket-4655,Improvement,Critical,Resolved,9,2025-01-22
TKT004656,PROJ000195,USR000580,Ticket-4656,Story,Low,Closed,3,2025-02-22
TKT004657,PROJ000041,USR000373,Ticket-4657,Task,Medium,Closed,6,2024-12-17
TKT004658,PROJ000167,USR000550,Ticket-4658,Task,Medium,Open,3,2024-08-15
TKT004659,PROJ000123,USR000110,Ticket-4659,Epic,Low,Open,4,2025-01-25
TKT004660,PROJ000040,USR000597,Ticket-4660,Task,High,In Progress,10,2025-10-03
TKT004661,PROJ000011,USR000578,Ticket-4661,Bug,Medium,Closed,10,2026-06-17
TKT004662,PROJ000092,USR000550,Ticket-4662,Epic,Medium,Open,8,2025-12-13
TKT004663,PROJ000212,USR000374,Ticket-4663,Epic,Low,Closed,11,2025-07-16
TKT004664,PROJ000128,USR000217,Ticket-4664,Epic,Medium,Blocked,13,2026-06-11
TKT004665,PROJ000052,USR000635,Ticket-4665,Task,Critical,In Progress,13,2025-10-19
TKT004666,PROJ000139,USR000431,Ticket-4666,Story,High,Blocked,6,2024-10-06
TKT004667,PROJ000166,USR000615,Ticket-4667,Task,Low,In Progress,1,2025-12-23
TKT004668,PROJ000093,USR000448,Ticket-4668,Story,High,Open,7,2025-09-22
TKT004669,PROJ000126,USR000543,Ticket-4669,Epic,Low,Blocked,6,2025-05-09
TKT004670,PROJ000183,USR000398,Ticket-4670,Bug,Critical,In Progress,3,2024-09-28
TKT004671,PROJ000182,USR000095,Ticket-4671,Improvement,High,Resolved,2,2025-09-11
TKT004672,PROJ000175,USR000044,Ticket-4672,Story,Critical,In Progress,10,2024-09-28
TKT004673,PROJ000237,USR000476,Ticket-4673,Improvement,Low,Open,7,2025-05-19
TKT004674,PROJ000002,USR000727,Ticket-4674,Epic,Medium,Closed,2,2026-06-18
TKT004675,PROJ000161,USR000207,Ticket-4675,Improvement,Critical,Resolved,10,2026-01-17
TKT004676,PROJ000140,USR000055,Ticket-4676,Improvement,Critical,Open,9,2026-07-14
TKT004677,PROJ000113,USR000113,Ticket-4677,Epic,Critical,Resolved,7,2024-10-26
TKT004678,PROJ000041,USR000043,Ticket-4678,Task,Critical,In Progress,12,2026-05-12
TKT004679,PROJ000172,USR000187,Ticket-4679,Improvement,Critical,Resolved,12,2025-05-20
TKT004680,PROJ000233,USR000546,Ticket-4680,Improvement,Medium,Resolved,2,2026-04-15
TKT004681,PROJ000221,USR000125,Ticket-4681,Epic,Medium,Open,8,2026-07-12
TKT004682,PROJ000248,USR000254,Ticket-4682,Task,Medium,In Progress,13,2024-11-06
TKT004683,PROJ000033,USR000268,Ticket-4683,Task,Medium,Open,4,2026-06-08
TKT004684,PROJ000166,USR000261,Ticket-4684,Epic,Medium,Resolved,9,2025-05-01
TKT004685,PROJ000107,USR000672,Ticket-4685,Improvement,High,In Progress,4,2025-06-04
TKT004686,PROJ000021,USR000016,Ticket-4686,Epic,Critical,Open,13,2024-09-22
TKT004687,PROJ000011,USR000117,Ticket-4687,Epic,Medium,Closed,1,2026-05-14
TKT004688,PROJ000005,USR000052,Ticket-4688,Task,Medium,Blocked,4,2026-07-10
TKT004689,PROJ000026,USR000399,Ticket-4689,Bug,High,Open,10,2025-04-25
TKT004690,PROJ000009,USR000255,Ticket-4690,Story,Low,In Progress,12,2026-04-30
TKT004691,PROJ000219,USR000688,Ticket-4691,Story,High,Closed,2,2025-03-21
TKT004692,PROJ000016,USR000451,Ticket-4692,Bug,High,Closed,11,2025-07-15
TKT004693,PROJ000209,USR000089,Ticket-4693,Story,High,Resolved,6,2026-01-09
TKT004694,PROJ000235,USR000576,Ticket-4694,Epic,Critical,Closed,13,2025-11-17
TKT004695,PROJ000184,USR000443,Ticket-4695,Story,Medium,Resolved,5,2025-04-15
TKT004696,PROJ000186,USR000282,Ticket-4696,Bug,High,In Progress,10,2025-05-16
TKT004697,PROJ000021,USR000472,Ticket-4697,Bug,High,Closed,3,2025-07-17
TKT004698,PROJ000198,USR000438,Ticket-4698,Bug,Critical,In Progress,5,2025-05-30
TKT004699,PROJ000099,USR000222,Ticket-4699,Story,Medium,Resolved,6,2025-10-11
TKT004700,PROJ000116,USR000795,Ticket-4700,Improvement,High,Open,8,2025-12-10
TKT004701,PROJ000148,USR000442,Ticket-4701,Bug,Critical,Blocked,12,2025-10-16
TKT004702,PROJ000179,USR000349,Ticket-4702,Bug,Critical,In Progress,4,2026-02-19
TKT004703,PROJ000237,USR000435,Ticket-4703,Story,Low,Open,5,2024-09-05
TKT004704,PROJ000120,USR000244,Ticket-4704,Improvement,High,Resolved,6,2025-10-18
TKT004705,PROJ000238,USR000619,Ticket-4705,Story,Low,Resolved,1,2025-07-24
TKT004706,PROJ000069,USR000330,Ticket-4706,Bug,High,Blocked,8,2025-06-13
TKT004707,PROJ000233,USR000495,Ticket-4707,Bug,Critical,Open,11,2025-01-13
TKT004708,PROJ000072,USR000773,Ticket-4708,Improvement,Critical,Blocked,11,2025-10-16
TKT004709,PROJ000140,USR000164,Ticket-4709,Improvement,Low,Open,11,2025-09-10
TKT004710,PROJ000148,USR000428,Ticket-4710,Epic,High,In Progress,13,2025-01-11
TKT004711,PROJ000201,USR000414,Ticket-4711,Bug,High,Blocked,6,2025-07-31
TKT004712,PROJ000145,USR000196,Ticket-4712,Story,Medium,Resolved,6,2026-02-11
TKT004713,PROJ000086,USR000447,Ticket-4713,Story,Medium,Closed,8,2025-07-22
TKT004714,PROJ000090,USR000025,Ticket-4714,Improvement,Low,Open,6,2025-08-31
TKT004715,PROJ000010,USR000377,Ticket-4715,Bug,High,Open,4,2026-04-01
TKT004716,PROJ000031,USR000390,Ticket-4716,Epic,Critical,Resolved,12,2026-05-06
TKT004717,PROJ000142,USR000657,Ticket-4717,Bug,Critical,Resolved,13,2024-12-13
TKT004718,PROJ000059,USR000332,Ticket-4718,Task,Low,Open,8,2025-03-05
TKT004719,PROJ000160,USR000652,Ticket-4719,Improvement,High,Closed,2,2025-09-24
TKT004720,PROJ000219,USR000146,Ticket-4720,Bug,Low,Resolved,12,2025-09-15
TKT004721,PROJ000035,USR000632,Ticket-4721,Story,Critical,In Progress,5,2025-12-10
TKT004722,PROJ000175,USR000282,Ticket-4722,Epic,Low,Open,8,2026-07-19
TKT004723,PROJ000152,USR000371,Ticket-4723,Bug,Medium,Open,9,2026-07-19
TKT004724,PROJ000235,USR000565,Ticket-4724,Bug,Critical,Blocked,1,2024-10-26
TKT004725,PROJ000034,USR000289,Ticket-4725,Epic,High,Open,12,2025-06-09
TKT004726,PROJ000044,USR000308,Ticket-4726,Improvement,Low,Closed,1,2025-10-06
TKT004727,PROJ000221,USR000347,Ticket-4727,Epic,Critical,Resolved,12,2026-01-29
TKT004728,PROJ000074,USR000022,Ticket-4728,Task,High,Closed,9,2024-09-21
TKT004729,PROJ000242,USR000515,Ticket-4729,Bug,Low,Resolved,10,2024-08-16
TKT004730,PROJ000181,USR000485,Ticket-4730,Improvement,Low,Closed,6,2024-11-26
TKT004731,PROJ000125,USR000346,Ticket-4731,Epic,Low,Open,8,2025-08-10
TKT004732,PROJ000048,USR000664,Ticket-4732,Epic,Critical,In Progress,9,2026-01-18
TKT004733,PROJ000006,USR000162,Ticket-4733,Epic,Low,Blocked,4,2026-03-02
TKT004734,PROJ000044,USR000431,Ticket-4734,Story,Low,Blocked,3,2025-10-15
TKT004735,PROJ000164,USR000290,Ticket-4735,Bug,Critical,Blocked,8,2024-11-30
TKT004736,PROJ000111,USR000727,Ticket-4736,Story,Low,In Progress,9,2026-02-21
TKT004737,PROJ000134,USR000334,Ticket-4737,Story,Low,In Progress,8,2025-10-24
TKT004738,PROJ000218,USR000277,Ticket-4738,Bug,Low,Resolved,1,2026-05-26
TKT004739,PROJ000148,USR000460,Ticket-4739,Improvement,Medium,Blocked,5,2025-05-09
TKT004740,PROJ000168,USR000525,Ticket-4740,Story,High,Blocked,12,2025-09-17
TKT004741,PROJ000064,USR000188,Ticket-4741,Improvement,Low,Resolved,11,2025-11-28
TKT004742,PROJ000182,USR000712,Ticket-4742,Improvement,High,Blocked,9,2024-12-23
TKT004743,PROJ000009,USR000081,Ticket-4743,Bug,High,Resolved,7,2024-09-15
TKT004744,PROJ000134,USR000159,Ticket-4744,Epic,Critical,In Progress,10,2025-03-28
TKT004745,PROJ000248,USR000800,Ticket-4745,Epic,High,Closed,3,2025-11-13
TKT004746,PROJ000246,USR000109,Ticket-4746,Bug,High,Resolved,12,2025-11-01
TKT004747,PROJ000041,USR000523,Ticket-4747,Improvement,High,Blocked,11,2024-08-24
TKT004748,PROJ000028,USR000250,Ticket-4748,Story,Critical,Closed,3,2025-11-01
TKT004749,PROJ000238,USR000427,Ticket-4749,Epic,Low,Resolved,8,2025-05-11
TKT004750,PROJ000189,USR000788,Ticket-4750,Improvement,Critical,Resolved,9,2025-07-20
TKT004751,PROJ000216,USR000069,Ticket-4751,Bug,Critical,Open,7,2025-09-19
TKT004752,PROJ000027,USR000725,Ticket-4752,Story,Medium,Open,4,2025-11-21
TKT004753,PROJ000060,USR000055,Ticket-4753,Story,Low,Resolved,6,2025-11-10
TKT004754,PROJ000194,USR000010,Ticket-4754,Bug,Low,In Progress,5,2025-09-11
TKT004755,PROJ000117,USR000400,Ticket-4755,Bug,Medium,Blocked,2,2025-10-13
TKT004756,PROJ000226,USR000472,Ticket-4756,Story,Low,Closed,12,2024-12-25
TKT004757,PROJ000008,USR000059,Ticket-4757,Improvement,Low,Closed,11,2025-05-22
TKT004758,PROJ000184,USR000487,Ticket-4758,Epic,High,Blocked,6,2025-09-02
TKT004759,PROJ000120,USR000279,Ticket-4759,Story,Medium,Resolved,7,2026-03-05
TKT004760,PROJ000221,USR000537,Ticket-4760,Story,Low,Open,8,2025-04-28
TKT004761,PROJ000178,USR000425,Ticket-4761,Improvement,High,Closed,7,2026-05-30
TKT004762,PROJ000210,USR000680,Ticket-4762,Epic,Low,Open,7,2025-04-14
TKT004763,PROJ000240,USR000279,Ticket-4763,Bug,High,Closed,3,2025-10-25
TKT004764,PROJ000166,USR000613,Ticket-4764,Story,Low,Open,10,2025-03-13
TKT004765,PROJ000139,USR000127,Ticket-4765,Task,Medium,Resolved,13,2025-12-19
TKT004766,PROJ000225,USR000157,Ticket-4766,Improvement,Critical,In Progress,7,2025-01-06
TKT004767,PROJ000147,USR000068,Ticket-4767,Bug,Medium,Closed,10,2024-12-02
TKT004768,PROJ000016,USR000673,Ticket-4768,Task,High,In Progress,3,2025-03-29
TKT004769,PROJ000044,USR000283,Ticket-4769,Epic,Low,Resolved,2,2024-11-16
TKT004770,PROJ000168,USR000290,Ticket-4770,Story,Medium,In Progress,1,2024-12-28
TKT004771,PROJ000194,USR000116,Ticket-4771,Task,Critical,Blocked,10,2025-12-12
TKT004772,PROJ000212,USR000271,Ticket-4772,Bug,Low,Closed,8,2025-10-09
TKT004773,PROJ000063,USR000073,Ticket-4773,Epic,Critical,In Progress,12,2025-02-14
TKT004774,PROJ000233,USR000482,Ticket-4774,Story,Medium,Closed,11,2026-07-13
TKT004775,PROJ000187,USR000189,Ticket-4775,Epic,Critical,Blocked,8,2025-07-14
TKT004776,PROJ000082,USR000342,Ticket-4776,Task,Low,In Progress,13,2025-12-15
TKT004777,PROJ000205,USR000176,Ticket-4777,Bug,Medium,In Progress,1,2026-03-21
TKT004778,PROJ000229,USR000086,Ticket-4778,Story,Medium,Closed,1,2024-12-01
TKT004779,PROJ000149,USR000635,Ticket-4779,Improvement,Low,Blocked,1,2024-12-11
TKT004780,PROJ000226,USR000098,Ticket-4780,Story,Critical,Blocked,2,2025-02-27
TKT004781,PROJ000025,USR000492,Ticket-4781,Improvement,Low,Blocked,3,2024-07-24
TKT004782,PROJ000203,USR000253,Ticket-4782,Epic,Medium,Closed,2,2025-02-27
TKT004783,PROJ000215,USR000220,Ticket-4783,Improvement,Critical,In Progress,8,2025-10-28
TKT004784,PROJ000226,USR000514,Ticket-4784,Story,Critical,Open,1,2024-08-21
TKT004785,PROJ000201,USR000114,Ticket-4785,Improvement,Medium,Closed,5,2025-12-05
TKT004786,PROJ000008,USR000592,Ticket-4786,Improvement,Medium,Closed,9,2026-03-25
TKT004787,PROJ000236,USR000038,Ticket-4787,Bug,Low,In Progress,9,2025-03-03
TKT004788,PROJ000198,USR000073,Ticket-4788,Epic,Medium,Closed,4,2025-01-19
TKT004789,PROJ000059,USR000268,Ticket-4789,Task,Low,Closed,4,2025-04-01
TKT004790,PROJ000072,USR000268,Ticket-4790,Task,Medium,Blocked,2,2025-07-09
TKT004791,PROJ000158,USR000565,Ticket-4791,Improvement,Low,Blocked,11,2024-09-08
TKT004792,PROJ000185,USR000483,Ticket-4792,Bug,Critical,Resolved,1,2025-05-09
TKT004793,PROJ000235,USR000202,Ticket-4793,Bug,High,Blocked,13,2026-03-11
TKT004794,PROJ000061,USR000094,Ticket-4794,Story,Low,Closed,1,2024-10-31
TKT004795,PROJ000085,USR000093,Ticket-4795,Bug,Low,In Progress,3,2025-06-09
TKT004796,PROJ000116,USR000080,Ticket-4796,Task,Low,Open,5,2025-06-25
TKT004797,PROJ000195,USR000702,Ticket-4797,Story,High,Closed,13,2024-07-27
TKT004798,PROJ000090,USR000492,Ticket-4798,Epic,High,In Progress,13,2026-03-05
TKT004799,PROJ000201,USR000036,Ticket-4799,Bug,Low,Resolved,6,2025-08-08
TKT004800,PROJ000250,USR000690,Ticket-4800,Story,Critical,Resolved,12,2024-08-26
TKT004801,PROJ000002,USR000513,Ticket-4801,Improvement,Medium,In Progress,4,2024-09-27
TKT004802,PROJ000166,USR000384,Ticket-4802,Bug,Low,In Progress,10,2024-09-27
TKT004803,PROJ000130,USR000211,Ticket-4803,Epic,High,Closed,9,2024-09-06
TKT004804,PROJ000041,USR000644,Ticket-4804,Improvement,Low,Open,7,2025-08-12
TKT004805,PROJ000029,USR000425,Ticket-4805,Epic,High,Resolved,5,2025-10-14
TKT004806,PROJ000129,USR000694,Ticket-4806,Task,High,In Progress,1,2026-05-19
TKT004807,PROJ000088,USR000165,Ticket-4807,Task,High,Open,3,2026-01-04
TKT004808,PROJ000016,USR000597,Ticket-4808,Bug,High,In Progress,2,2024-11-23
TKT004809,PROJ000096,USR000143,Ticket-4809,Bug,High,Resolved,9,2024-10-06
TKT004810,PROJ000168,USR000277,Ticket-4810,Bug,High,Blocked,11,2025-10-04
TKT004811,PROJ000169,USR000037,Ticket-4811,Epic,Medium,Closed,6,2024-12-30
TKT004812,PROJ000237,USR000094,Ticket-4812,Task,Critical,Open,10,2024-08-08
TKT004813,PROJ000174,USR000214,Ticket-4813,Improvement,High,Closed,6,2026-02-02
TKT004814,PROJ000008,USR000229,Ticket-4814,Story,Medium,Resolved,12,2025-06-16
TKT004815,PROJ000183,USR000175,Ticket-4815,Bug,High,Closed,11,2024-09-09
TKT004816,PROJ000212,USR000612,Ticket-4816,Story,Critical,Resolved,7,2025-02-13
TKT004817,PROJ000055,USR000060,Ticket-4817,Bug,Medium,Open,12,2025-03-09
TKT004818,PROJ000230,USR000289,Ticket-4818,Bug,Low,Blocked,4,2026-06-29
TKT004819,PROJ000100,USR000055,Ticket-4819,Epic,High,Open,2,2025-09-02
TKT004820,PROJ000128,USR000658,Ticket-4820,Epic,Low,Resolved,5,2026-04-25
TKT004821,PROJ000137,USR000169,Ticket-4821,Bug,Low,Closed,9,2026-07-18
TKT004822,PROJ000036,USR000317,Ticket-4822,Improvement,Low,Closed,13,2026-03-23
TKT004823,PROJ000132,USR000209,Ticket-4823,Task,Medium,In Progress,9,2025-03-09
TKT004824,PROJ000015,USR000610,Ticket-4824,Task,Low,Blocked,7,2025-11-22
TKT004825,PROJ000152,USR000454,Ticket-4825,Epic,Medium,Closed,3,2025-02-08
TKT004826,PROJ000127,USR000492,Ticket-4826,Improvement,Medium,Resolved,7,2026-04-12
TKT004827,PROJ000006,USR000699,Ticket-4827,Improvement,Critical,Blocked,2,2025-02-21
TKT004828,PROJ000081,USR000040,Ticket-4828,Story,Low,In Progress,8,2026-04-06
TKT004829,PROJ000106,USR000337,Ticket-4829,Task,High,Resolved,3,2026-07-16
TKT004830,PROJ000226,USR000481,Ticket-4830,Improvement,Critical,Resolved,7,2025-10-15
TKT004831,PROJ000143,USR000140,Ticket-4831,Task,High,Blocked,8,2025-04-26
TKT004832,PROJ000157,USR000535,Ticket-4832,Task,Low,Closed,7,2026-03-13
TKT004833,PROJ000092,USR000186,Ticket-4833,Epic,Low,In Progress,4,2026-03-16
TKT004834,PROJ000186,USR000386,Ticket-4834,Story,Low,Resolved,5,2026-05-18
TKT004835,PROJ000061,USR000068,Ticket-4835,Bug,Critical,Resolved,9,2026-05-30
TKT004836,PROJ000036,USR000367,Ticket-4836,Story,High,Open,6,2025-08-10
TKT004837,PROJ000064,USR000242,Ticket-4837,Improvement,High,Resolved,10,2024-09-07
TKT004838,PROJ000243,USR000591,Ticket-4838,Epic,Medium,Closed,9,2026-05-08
TKT004839,PROJ000061,USR000223,Ticket-4839,Improvement,High,Blocked,3,2026-01-24
TKT004840,PROJ000063,USR000466,Ticket-4840,Bug,Medium,Resolved,9,2025-10-29
TKT004841,PROJ000194,USR000113,Ticket-4841,Task,Medium,Resolved,10,2026-07-14
TKT004842,PROJ000154,USR000755,Ticket-4842,Bug,High,Resolved,6,2025-05-16
TKT004843,PROJ000098,USR000361,Ticket-4843,Epic,Critical,Open,7,2025-06-12
TKT004844,PROJ000234,USR000615,Ticket-4844,Story,Medium,Open,7,2025-04-03
TKT004845,PROJ000139,USR000582,Ticket-4845,Epic,Low,In Progress,1,2025-05-23
TKT004846,PROJ000213,USR000049,Ticket-4846,Story,Low,Blocked,11,2025-12-20
TKT004847,PROJ000022,USR000087,Ticket-4847,Story,Low,Blocked,10,2025-12-29
TKT004848,PROJ000075,USR000222,Ticket-4848,Epic,High,In Progress,6,2025-05-13
TKT004849,PROJ000011,USR000457,Ticket-4849,Bug,Critical,Closed,6,2024-08-13
TKT004850,PROJ000022,USR000307,Ticket-4850,Epic,Critical,Blocked,6,2025-12-08
TKT004851,PROJ000137,USR000600,Ticket-4851,Bug,Critical,Resolved,12,2025-10-12
TKT004852,PROJ000129,USR000495,Ticket-4852,Improvement,High,Resolved,4,2025-03-05
TKT004853,PROJ000036,USR000230,Ticket-4853,Story,Low,Closed,4,2026-04-20
TKT004854,PROJ000204,USR000626,Ticket-4854,Task,Low,Resolved,7,2026-03-04
TKT004855,PROJ000197,USR000543,Ticket-4855,Bug,Low,Open,11,2026-03-09
TKT004856,PROJ000081,USR000635,Ticket-4856,Epic,Low,In Progress,8,2024-12-06
TKT004857,PROJ000088,USR000297,Ticket-4857,Task,High,In Progress,4,2026-07-16
TKT004858,PROJ000112,USR000236,Ticket-4858,Bug,Critical,Open,6,2025-11-11
TKT004859,PROJ000061,USR000133,Ticket-4859,Epic,Medium,Open,11,2024-12-02
TKT004860,PROJ000233,USR000153,Ticket-4860,Bug,Medium,Open,1,2026-07-20
TKT004861,PROJ000151,USR000377,Ticket-4861,Bug,Critical,Open,5,2025-06-26
TKT004862,PROJ000142,USR000213,Ticket-4862,Improvement,High,Closed,3,2025-03-29
TKT004863,PROJ000010,USR000535,Ticket-4863,Epic,Low,Resolved,4,2025-08-18
TKT004864,PROJ000038,USR000114,Ticket-4864,Story,High,Blocked,3,2026-02-25
TKT004865,PROJ000049,USR000368,Ticket-4865,Epic,High,Resolved,6,2024-10-07
TKT004866,PROJ000139,USR000336,Ticket-4866,Task,High,In Progress,10,2025-04-01
TKT004867,PROJ000079,USR000693,Ticket-4867,Task,Medium,Blocked,2,2024-10-20
TKT004868,PROJ000013,USR000121,Ticket-4868,Improvement,Medium,Resolved,6,2024-07-27
TKT004869,PROJ000130,USR000781,Ticket-4869,Epic,Medium,Closed,13,2025-08-16
TKT004870,PROJ000035,USR000667,Ticket-4870,Task,Low,Resolved,9,2025-06-05
TKT004871,PROJ000036,USR000130,Ticket-4871,Bug,High,Closed,2,2024-09-14
TKT004872,PROJ000184,USR000595,Ticket-4872,Story,Low,Open,6,2025-04-23
TKT004873,PROJ000004,USR000136,Ticket-4873,Task,Medium,Open,11,2025-05-06
TKT004874,PROJ000240,USR000102,Ticket-4874,Bug,Low,In Progress,3,2025-05-16
TKT004875,PROJ000128,USR000351,Ticket-4875,Story,Low,Open,4,2026-01-23
TKT004876,PROJ000024,USR000271,Ticket-4876,Story,Critical,In Progress,4,2025-02-13
TKT004877,PROJ000008,USR000566,Ticket-4877,Story,Low,Closed,1,2024-12-26
TKT004878,PROJ000217,USR000171,Ticket-4878,Epic,Medium,Open,6,2024-08-15
TKT004879,PROJ000153,USR000204,Ticket-4879,Task,Low,Closed,9,2025-06-15
TKT004880,PROJ000238,USR000739,Ticket-4880,Story,High,Closed,6,2025-05-31
TKT004881,PROJ000200,USR000786,Ticket-4881,Bug,Critical,Closed,8,2025-07-20
TKT004882,PROJ000223,USR000443,Ticket-4882,Task,High,Blocked,6,2026-04-17
TKT004883,PROJ000099,USR000364,Ticket-4883,Bug,High,Blocked,5,2025-01-11
TKT004884,PROJ000155,USR000453,Ticket-4884,Bug,Low,Open,1,2024-09-02
TKT004885,PROJ000002,USR000642,Ticket-4885,Epic,Critical,In Progress,5,2024-12-30
TKT004886,PROJ000132,USR000426,Ticket-4886,Improvement,Medium,Blocked,13,2025-07-01
TKT004887,PROJ000091,USR000329,Ticket-4887,Improvement,Critical,In Progress,10,2026-01-19
TKT004888,PROJ000097,USR000313,Ticket-4888,Story,High,Closed,1,2025-02-25
TKT004889,PROJ000201,USR000333,Ticket-4889,Improvement,Critical,In Progress,8,2026-05-16
TKT004890,PROJ000189,USR000072,Ticket-4890,Improvement,Medium,Resolved,9,2026-03-31
TKT004891,PROJ000119,USR000558,Ticket-4891,Story,Low,Closed,2,2024-09-12
TKT004892,PROJ000069,USR000373,Ticket-4892,Task,Medium,Closed,12,2025-01-20
TKT004893,PROJ000217,USR000267,Ticket-4893,Epic,Low,Closed,7,2024-09-14
TKT004894,PROJ000015,USR000023,Ticket-4894,Story,Low,Closed,11,2025-09-07
TKT004895,PROJ000108,USR000690,Ticket-4895,Improvement,High,Blocked,5,2026-02-10
TKT004896,PROJ000188,USR000413,Ticket-4896,Improvement,Critical,Closed,7,2026-05-26
TKT004897,PROJ000026,USR000589,Ticket-4897,Epic,Low,Open,12,2026-02-18
TKT004898,PROJ000107,USR000144,Ticket-4898,Improvement,Low,Blocked,5,2025-08-26
TKT004899,PROJ000234,USR000155,Ticket-4899,Task,Medium,Resolved,13,2024-11-11
TKT004900,PROJ000007,USR000780,Ticket-4900,Epic,Medium,In Progress,9,2024-11-01
TKT004901,PROJ000038,USR000465,Ticket-4901,Improvement,High,Blocked,1,2026-03-02
TKT004902,PROJ000084,USR000624,Ticket-4902,Bug,Medium,Open,1,2025-09-22
TKT004903,PROJ000172,USR000492,Ticket-4903,Epic,High,Resolved,11,2025-10-25
TKT004904,PROJ000227,USR000132,Ticket-4904,Improvement,Medium,In Progress,7,2025-10-09
TKT004905,PROJ000003,USR000314,Ticket-4905,Task,Low,Open,11,2025-08-21
TKT004906,PROJ000115,USR000330,Ticket-4906,Task,Low,Open,13,2026-06-05
TKT004907,PROJ000151,USR000708,Ticket-4907,Story,Low,In Progress,12,2024-08-16
TKT004908,PROJ000050,USR000203,Ticket-4908,Epic,Low,In Progress,12,2024-11-28
TKT004909,PROJ000102,USR000155,Ticket-4909,Improvement,Critical,Blocked,10,2025-07-22
TKT004910,PROJ000149,USR000171,Ticket-4910,Story,High,Closed,13,2025-07-12
TKT004911,PROJ000150,USR000627,Ticket-4911,Story,Low,Blocked,8,2025-01-21
TKT004912,PROJ000196,USR000178,Ticket-4912,Epic,Low,Closed,13,2024-10-10
TKT004913,PROJ000097,USR000480,Ticket-4913,Improvement,High,Resolved,4,2025-01-28
TKT004914,PROJ000091,USR000782,Ticket-4914,Task,Medium,In Progress,12,2026-02-27
TKT004915,PROJ000065,USR000426,Ticket-4915,Bug,High,In Progress,9,2025-10-15
TKT004916,PROJ000108,USR000158,Ticket-4916,Epic,Low,Closed,13,2025-08-06
TKT004917,PROJ000167,USR000133,Ticket-4917,Epic,High,Open,1,2026-02-16
TKT004918,PROJ000145,USR000447,Ticket-4918,Task,Medium,Blocked,8,2025-03-04
